ISBN / ASIN (Amazon ID),Link,Acquired Date,RelationshipSubtype,RelationshipType,Format,Title,Pages,Listening Length,Genres,Subgenres,Series Position,Series,(First) Author,All Authors
B07KGHZ6ND,https://www.amazon.com/dp/B07KGHZ6ND,3-Apr-19,Purchase,item_owner,Kindle eBook,When Islam Is Not a Religion: Inside America's Fight for Religious Freedom,355,,Politics & Social Sciences,Social Sciences | Politics & Government,,,"Uddin, Asma T",Asma T Uddin
B094JM3PDB,https://www.amazon.com/dp/B094JM3PDB,1-Feb-22,Purchase,item_owner,Kindle eBook,North to Paradise: A Memoir,159,,Biographies & Memoirs,,,,"Umar, Ousman","Ousman Umar, Kevin Gerry Dunn"
B00MEMCHJE,https://www.amazon.com/dp/B00MEMCHJE,9-Aug-15,Purchase,item_owner,Kindle eBook,San Manuel Bueno mártir (Spanish Edition),126,,Christian Books & Bibles | Religion & Spirituality,,,,"Unamuno, Miguel de",Miguel de Unamuno
1585101443,https://www.amazon.com/dp/1585101443,9-Aug-15,Purchase,item_owner,Paperback,"San Manuel Bueno, martir (Focus Student Edition) (Spanish Edition)",80,,Literature & Fiction,History & Criticism,,,"Unamuno, Miguel de","Miguel de Unamuno, Paola Bianco, Antonio Sobejan"
B0046ZRG0M,https://www.amazon.com/dp/B0046ZRG0M,21-Mar-12,Purchase,item_owner,Kindle eBook,First They Killed My Father: A Daughter of Cambodia Remembers,274,,History | Biographies & Memoirs,Leaders & Notable People | Community & Culture,1,A Daughter of Cambodia,"Ung, Loung",Loung Ung
B005O3PLEI,https://www.amazon.com/dp/B005O3PLEI,28-Nov-11,Sharing,item_owner,Kindle eBook,Topaz,475,,"Literature & Fiction | Mystery, Thriller & Suspense",Genre Fiction | Thrillers & Suspense,,,"Uris, Leon",Leon Uris
B07CGTQCXP,https://www.amazon.com/dp/B07CGTQCXP,9-Jun-20,Purchase,item_owner,Kindle eBook,Antisocial Media: How Facebook Disconnects Us and Undermines Democracy,326,,Politics & Social Sciences | Science & Math,Social Sciences | Politics & Government | Technology,,,"Vaidhyanathan, Siva",Siva Vaidhyanathan
B0053JJUL8,https://www.amazon.com/dp/B0053JJUL8,24-Apr-18,Sharing,item_owner,Kindle eBook,A Severe Mercy,242,,Christian Books & Bibles | Biographies & Memoirs,Leaders & Notable People | Christian Living,,,"Vanauken, Sheldon",Sheldon Vanauken
B00EGJ32A6,https://www.amazon.com/dp/B00EGJ32A6,30-Apr-22,KindleUnlimited,item_owner,Kindle eBook,Annihilation: A Novel (The Southern Reach Trilogy Book 1),210,,Literature & Fiction | Science Fiction & Fantasy,Genre Fiction | Science Fiction | Fantasy,1,The Southern Reach Trilogy,"VanderMeer, Jeff",Jeff VanderMeer
B00GET18P2,https://www.amazon.com/dp/B00GET18P2,30-Apr-22,KindleUnlimited,item_owner,Kindle eBook,Authority: A Novel (The Southern Reach Trilogy Book 2),353,,"Literature & Fiction | Science Fiction & Fantasy | Mystery, Thriller & Suspense",Genre Fiction | Thrillers & Suspense | Science Fiction | Fantasy,2,The Southern Reach Trilogy,"VanderMeer, Jeff",Jeff VanderMeer
B00ILWNU2E,https://www.amazon.com/dp/B00ILWNU2E,30-Apr-22,KindleUnlimited,item_owner,Kindle eBook,Acceptance: A Novel (The Southern Reach Trilogy Book 3),354,,Literature & Fiction | Science Fiction & Fantasy,Genre Fiction | Science Fiction | Fantasy,3,The Southern Reach Trilogy,"VanderMeer, Jeff",Jeff VanderMeer
B005Z59WZ4,https://www.amazon.com/dp/B005Z59WZ4,13-Aug-13,Purchase,item_owner,Kindle eBook,Joining the Mission: A Guide for (Mainly) New College Faculty,224,,Education & Teaching,,,,"VanZanten, Susan",Susan VanZanten
B00A7H2F6S,https://www.amazon.com/dp/B00A7H2F6S,9-Mar-16,Purchase,item_owner,Kindle eBook,Serenity Volume 3: The Shepherd's Tale (Serenity series),56,,Comics & Graphic Novels,Graphic Novels,,,Various,Various
B00A7H2F8Q,https://www.amazon.com/dp/B00A7H2F8Q,8-Mar-16,Purchase,item_owner,Kindle eBook,Serenity: Those Left Behind 2nd Edition (Serenity series Book 1),96,,Science Fiction & Fantasy | Comics & Graphic Novels,Graphic Novels,,,Various,"Various, Scott Allie"
B08DQPK3B8,https://www.amazon.com/dp/B08DQPK3B8,2-Aug-23,Sharing,item_owner,Kindle eBook,Becoming Elisabeth Elliot,322,,Christian Books & Bibles | Biographies & Memoirs,Leaders & Notable People | Christian Living,,,"Vaughn, Ellen","Ellen Vaughn, Joni Earekson Tada"
B00AVHT102,https://www.amazon.com/dp/B00AVHT102,19-Apr-13,Purchase,item_owner,Kindle eBook,Soldier of Christ: The Life of Pope Pius XII,428,,Christian Books & Bibles | History | Biographies & Memoirs,Leaders & Notable People | Catholicism | World,,,"Ventresca, Robert A.",Robert A. Ventresca
B00ATRNFWO,https://www.amazon.com/dp/B00ATRNFWO,11-Mar-13,Purchase,item_owner,Kindle eBook,Around the World in 80 Days (Illustrated and Annotated Edition),168,,Literature & Fiction | Children's Books,,,,"Verne, Jules","Jules Verne, Alphonse-Marie Neuville, Lèon Benett, George Makepeace Towle"
B07QGN34N7,https://www.amazon.com/dp/B07QGN34N7,9-Apr-24,PublicLibraryLending,item_owner,Kindle eBook,Mining Social Media: Finding Stories in Internet Data,,,Computers & Technology,,,,"Vo, Lam Thuy",Lam Thuy Vo
B00F3CXQ3I,https://www.amazon.com/dp/B00F3CXQ3I,2-Feb-14,Purchase,item_owner,Kindle eBook,Geekpriest: Confessions of a New Media Pioneer,179,,Christian Books & Bibles | Biographies & Memoirs,Catholicism,,,"Vonhogen, Roderick",Roderick Vonhogen
B077ZCF6PX,https://www.amazon.com/dp/B077ZCF6PX,27-Feb-19,Purchase,item_owner,Kindle eBook,Religion and Politics in the United States,433,,Politics & Social Sciences | History,World | Politics & Government,,,"Wald, Kenneth D.","Kenneth D. Wald, Allison Calhoun-Brown"
1578063469,https://www.amazon.com/dp/1578063469,28-May-17,Purchase,item_owner,Paperback,Conversations with Chaim Potok (Literary Conversations Series),196,,Literature & Fiction,History & Criticism,,Literary Conversations,"Walden, Daniel",Daniel Walden
B07CRDG9SM,https://www.amazon.com/dp/B07CRDG9SM,3-Jul-19,PublicLibraryLending,item_owner,Kindle eBook,"Sacred Liberty: America's Long, Bloody, and Ongoing Struggle for Religious Freedom",406,,History,World | Americas,,,"Waldman, Steven",Steven Waldman
B07SLZC6FX,https://www.amazon.com/dp/B07SLZC6FX,1-Mar-20,Sharing,item_owner,Kindle eBook,"Now, Then, and Everywhen (Chronos Origins Book 1)",530,,Literature & Fiction | Science Fiction & Fantasy,Science Fiction,1,Chronos Origins,"Walker, Rysa",Rysa Walker
B00JY0FOUS,https://www.amazon.com/dp/B00JY0FOUS,31-Jan-15,Purchase,item_owner,Kindle eBook,Time's Echo (A Timebound Companion Novella): CHRONOS Files 1.5 (The Chronos Files),175,,Science Fiction & Fantasy,,,The Chronos Files,"Walker, Rysa",Rysa Walker
B00CQC9O16,https://www.amazon.com/dp/B00CQC9O16,18-Dec-13,Purchase,item_owner,Kindle eBook,Timebound (The Chronos Files Book 1),376,,Teen & Young Adult,Science Fiction & Fantasy | Literature & Fiction,1,The Chronos Files,"Walker, Rysa","Rysa Walker, Alice Duke"
B00K2GMMKI,https://www.amazon.com/dp/B00K2GMMKI,17-Jan-15,KOLL,item_owner,Kindle eBook,Time's Edge (The Chronos Files Book 2),452,,Science Fiction & Fantasy | Teen & Young Adult,Science Fiction & Fantasy | Literature & Fiction,2,The Chronos Files,"Walker, Rysa",Rysa Walker
B00WL6QGGS,https://www.amazon.com/dp/B00WL6QGGS,3-Oct-15,Purchase,item_owner,Kindle eBook,Time's Divide (The Chronos Files Book 3),546,,Science Fiction & Fantasy,Fantasy,3,The Chronos Files,"Walker, Rysa",Rysa Walker
B007R5D8KK,https://www.amazon.com/dp/B007R5D8KK,25-Mar-14,Purchase,item_owner,Kindle eBook,In God's Shadow: Politics in the Hebrew Bible,257,,Christian Books & Bibles | Politics & Social Sciences,Philosophy | Politics & Government,,,"Walzer, Michael",Michael Walzer
B0167WT672,https://www.amazon.com/dp/B0167WT672,4-Jan-16,Purchase,item_owner,Kindle eBook,Claim Your Domain--And Own Your Online Presence (Solutions),75,,Education & Teaching,Schools & Teaching,,,"Watters, Audrey",Audrey Watters
B00U0R5X8M,https://www.amazon.com/dp/B00U0R5X8M,12-Jul-15,Purchase,item_owner,Kindle eBook,Exploring Calvin and Hobbes: An Exhibition Catalogue,160,,Comics & Graphic Novels,,,,"Watterson, Bill","Bill Watterson, Robb Jenny"
B00FWOKE28,https://www.amazon.com/dp/B00FWOKE28,12-Jul-15,Purchase,item_owner,Kindle eBook,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,256,,Comics & Graphic Novels,Graphic Novels,1,Calvin and Hobbes,"Watterson, Bill",Bill Watterson
B00LUKGEVS,https://www.amazon.com/dp/B00LUKGEVS,12-Jul-15,Purchase,item_owner,Kindle eBook,Attack of the Deranged Mutant Killer Monster Snow Goons: A Calvin and Hobbes Collection,128,,Comics & Graphic Novels | Humor & Entertainment,Graphic Novels,4,Calvin and Hobbes,"Watterson, Bill",Bill Watterson
B00LUKGEUE,https://www.amazon.com/dp/B00LUKGEUE,12-Jul-15,Purchase,item_owner,Kindle eBook,The Days Are Just Packed: A Calvin and Hobbes Collection (Calvin and Hobbes series Book 8),176,,Comics & Graphic Novels | Humor & Entertainment,Graphic Novels,8,Calvin and Hobbes,"Watterson, Bill",Bill Watterson
B00LUKGF2G,https://www.amazon.com/dp/B00LUKGF2G,12-Jul-15,Purchase,item_owner,Kindle eBook,Homicidal Psycho Jungle Cat: A Calvin and Hobbes Collection (Calvin and Hobbes series Book 9),176,,Comics & Graphic Novels | Humor & Entertainment,Graphic Novels,9,Calvin and Hobbes,"Watterson, Bill",Bill Watterson
B008QXVDJ0,https://www.amazon.com/dp/B008QXVDJ0,2-Aug-17,Purchase,item_owner,Kindle eBook,The Golem and the Jinni: A Novel (Harper Perennial Olive Editions),819,,Literature & Fiction | Science Fiction & Fantasy,Genre Fiction | Fantasy,1,The Golem and the Jinni,"Wecker, Helene",Helene Wecker
B00DBLR8LY,https://www.amazon.com/dp/B00DBLR8LY,10-Jul-16,KindleUnlimited,item_owner,Kindle eBook,The Winter Prince (The Lion Hunters series Book 1),254,,Science Fiction & Fantasy | Teen & Young Adult,Science Fiction & Fantasy | Literature & Fiction,1,The Lion Hunters Novels,"Wein, Elizabeth",Elizabeth Wein
B072BLVM83,https://www.amazon.com/dp/B072BLVM83,29-Aug-20,PublicLibraryLending,item_owner,Kindle eBook,Educated: A Memoir,336,,Biographies & Memoirs,Leaders & Notable People | Community & Culture,,,"Westover, Tara",Tara Westover
B00Y0PIEWW,https://www.amazon.com/dp/B00Y0PIEWW,2-Jan-16,Purchase,item_owner,Kindle eBook,Fields of Wrath (Luis Chavez Book 1),306,,"Mystery, Thriller & Suspense",Mystery | Thrillers & Suspense,1,Luis Chavez,"Wheaton, Mark",Mark Wheaton
B0BSKWRM8H,https://www.amazon.com/dp/B0BSKWRM8H,4-Apr-23,KindleUnlimited,item_owner,Kindle eBook,In the Twilight Kingdom: A Legends of Muirwood Tale,56,,Science Fiction & Fantasy,Fantasy,,,"Wheeler, Jeff",Jeff Wheeler
B01LXFRF9C,https://www.amazon.com/dp/B01LXFRF9C,4-Jul-17,KindleUnlimited,item_owner,Kindle eBook,The Maid's War (a Kingfountain prequel) (The Kingfountain Series),302,,Literature & Fiction | Science Fiction & Fantasy,,,,"Wheeler, Jeff",Jeff Wheeler
B076DJ8J1B,https://www.amazon.com/dp/B076DJ8J1B,24-Mar-18,KindleUnlimited,item_owner,Kindle eBook,The Poisoner's Enemy (a Kingfountain prequel) (The Kingfountain Series),332,,Literature & Fiction | Science Fiction & Fantasy | Romance,,,,"Wheeler, Jeff",Jeff Wheeler
B07P8WMTLG,https://www.amazon.com/dp/B07P8WMTLG,27-May-19,KindleUnlimited,item_owner,Kindle eBook,The Poisoner's Revenge: a Kingfountain tale (The Kingfountain Series),40,,Literature & Fiction | Science Fiction & Fantasy,,,,"Wheeler, Jeff",Jeff Wheeler
B06XWC276B,https://www.amazon.com/dp/B06XWC276B,12-Jul-17,KindleUnlimited,item_owner,Kindle eBook,Deep Magic - June 2017,179,,Science Fiction & Fantasy,Science Fiction | Fantasy,7,Deep Magic,"Wheeler, Jeff","Jeff Wheeler, Terry Brooks, Tony Pi, Stephen Kotowych, Patrice Sarath, Christen Anne Kelley, Charlie N Holmberg, Carrie Anne Noble"
B008EYUJDW,https://www.amazon.com/dp/B008EYUJDW,5-Oct-16,KindleUnlimited,item_owner,Kindle eBook,The Wretched of Muirwood (Legends of Muirwood Book 1),300,,Literature & Fiction | Science Fiction & Fantasy,,1,Legends of Muirwood,"Wheeler, Jeff",Jeff Wheeler
B00B1P0QSO,https://www.amazon.com/dp/B00B1P0QSO,16-Feb-19,KindleUnlimited,item_owner,Audible Audiobook,"The Wretched of Muirwood: Legends of Muirwood, Book 1",,8 hours and 50 minutes,Literature & Fiction | Science Fiction & Fantasy,,1,Legends of Muirwood,"Wheeler, Jeff","Jeff Wheeler, Kate Rudd, Brilliance Audio"
B008EYULE4,https://www.amazon.com/dp/B008EYULE4,25-Feb-19,KindleUnlimited,item_owner,Kindle eBook,The Blight of Muirwood (Legends of Muirwood Book 2),466,,Literature & Fiction | Science Fiction & Fantasy,,2,Legends of Muirwood,"Wheeler, Jeff",Jeff Wheeler
B00B1P0POY,https://www.amazon.com/dp/B00B1P0POY,26-Feb-19,KindleUnlimited,item_owner,Audible Audiobook,"The Blight of Muirwood: Legends of Muirwood, Book 2",,13 hours and 50 minutes,Literature & Fiction | Science Fiction & Fantasy,,2,Legends of Muirwood,"Wheeler, Jeff","Jeff Wheeler, Kate Rudd, Brilliance Audio"
B008EYUP6I,https://www.amazon.com/dp/B008EYUP6I,7-Mar-19,KindleUnlimited,item_owner,Kindle eBook,The Scourge of Muirwood (Legends of Muirwood Book 3),417,,Literature & Fiction | Science Fiction & Fantasy | Romance,,3,Legends of Muirwood,"Wheeler, Jeff",Jeff Wheeler
B00B1PD7W6,https://www.amazon.com/dp/B00B1PD7W6,8-Mar-19,KindleUnlimited,item_owner,Audible Audiobook,"The Scourge of Muirwood: Legends of Muirwood, Book 3",,10 hours and 50 minutes,Literature & Fiction | Science Fiction & Fantasy | Romance,,3,Legends of Muirwood,"Wheeler, Jeff","Jeff Wheeler, Kate Rudd, Brilliance Audio"
B00TOV0U7O,https://www.amazon.com/dp/B00TOV0U7O,16-Mar-19,KindleUnlimited,item_owner,Kindle eBook,The Banished of Muirwood (Covenant of Muirwood Book 1),418,,Literature & Fiction | Science Fiction & Fantasy | Romance,,1,The Covenant of Muirwood,"Wheeler, Jeff",Jeff Wheeler
B011W70YMS,https://www.amazon.com/dp/B011W70YMS,16-Mar-19,KindleUnlimited,item_owner,Audible Audiobook,"The Banished of Muirwood: Covenant of Muirwood, Book 1",,12 hours and 53 minutes,Literature & Fiction | Science Fiction & Fantasy | Romance,,1,The Covenant of Muirwood,"Wheeler, Jeff","Jeff Wheeler, Kate Rudd, Brilliance Audio"
B00V1YIYG6,https://www.amazon.com/dp/B00V1YIYG6,29-Mar-19,KindleUnlimited,item_owner,Kindle eBook,The Ciphers of Muirwood (Covenant of Muirwood Book 2),402,,Literature & Fiction | Science Fiction & Fantasy,,2,The Covenant of Muirwood,"Wheeler, Jeff",Jeff Wheeler
B013VFCM6U,https://www.amazon.com/dp/B013VFCM6U,30-Mar-19,KindleUnlimited,item_owner,Audible Audiobook,"The Ciphers of Muirwood: Covenant of Muirwood, Book 2",,12 hours and 14 minutes,Literature & Fiction | Science Fiction & Fantasy,,2,The Covenant of Muirwood,"Wheeler, Jeff","Jeff Wheeler, Kate Rudd, Brilliance Audio"
B00X9UO7IY,https://www.amazon.com/dp/B00X9UO7IY,11-Apr-19,KindleUnlimited,item_owner,Kindle eBook,The Void of Muirwood (Covenant of Muirwood Book 3),432,,Literature & Fiction | Science Fiction & Fantasy,,3,The Covenant of Muirwood,"Wheeler, Jeff",Jeff Wheeler
B01723AY7Q,https://www.amazon.com/dp/B01723AY7Q,12-Apr-19,KindleUnlimited,item_owner,Audible Audiobook,"The Void of Muirwood: Covenant of Muirwood, Book 3",,13 hours and 28 minutes,Literature & Fiction | Science Fiction & Fantasy,,3,The Covenant of Muirwood,"Wheeler, Jeff","Jeff Wheeler, Kate Rudd, Brilliance Audio"
B099RVT6T1,https://www.amazon.com/dp/B099RVT6T1,2-Apr-22,Purchase,item_owner,Kindle eBook,The Druid (The Dawning of Muirwood Book 1),333,,Literature & Fiction | Science Fiction & Fantasy,Genre Fiction | Fantasy,1,The Dawning of Muirwood,"Wheeler, Jeff",Jeff Wheeler
B09M36SRH5,https://www.amazon.com/dp/B09M36SRH5,19-Sep-22,KindleUnlimited,item_owner,Kindle eBook,The Hunted (The Dawning of Muirwood Book 2),313,,Literature & Fiction | Science Fiction & Fantasy,Genre Fiction | Fantasy,2,The Dawning of Muirwood,"Wheeler, Jeff",Jeff Wheeler
B09RTGT4FF,https://www.amazon.com/dp/B09RTGT4FF,20-Sep-22,KindleUnlimited,item_owner,Audible Audiobook,"The Hunted: The Dawning of Muirwood, Book 2",,9 hours and 2 minutes,Literature & Fiction | Science Fiction & Fantasy,Genre Fiction | Fantasy,2,The Dawning of Muirwood,"Wheeler, Jeff","Jeff Wheeler, Kate Rudd, Brilliance Audio"
B09WD1B4YD,https://www.amazon.com/dp/B09WD1B4YD,20-Feb-23,KindleUnlimited,item_owner,Kindle eBook,The Betrayed (The Dawning of Muirwood Book 3),333,,Literature & Fiction | Science Fiction & Fantasy,Genre Fiction | Fantasy,3,The Dawning of Muirwood,"Wheeler, Jeff",Jeff Wheeler
B0B3F75ND2,https://www.amazon.com/dp/B0B3F75ND2,21-Feb-23,KindleUnlimited,item_owner,Audible Audiobook,"The Betrayed: The Dawning of Muirwood, Book 3",,9 hours and 22 minutes,Literature & Fiction | Science Fiction & Fantasy,Genre Fiction | Fantasy,3,The Dawning of Muirwood,"Wheeler, Jeff","Jeff Wheeler, Kate Rudd, Brilliance Audio"
B0BDBGDYRX,https://www.amazon.com/dp/B0BDBGDYRX,1-Jun-23,Purchase,item_owner,Kindle eBook,Doomsday Match (The Dresden Codex Book 1),330,,"Literature & Fiction | Science Fiction & Fantasy | Mystery, Thriller & Suspense",Thrillers & Suspense | Science Fiction,1,The Dresden Codex,"Wheeler, Jeff",Jeff Wheeler
B087G1PVJR,https://www.amazon.com/dp/B087G1PVJR,28-Jan-21,KindleUnlimited,item_owner,Kindle eBook,Knight's Ransom (The First Argentines Book 1),433,,Literature & Fiction | Science Fiction & Fantasy,Genre Fiction,1,The First Argentines,"Wheeler, Jeff",Jeff Wheeler
B08FJ1ZJBS,https://www.amazon.com/dp/B08FJ1ZJBS,8-Feb-21,Purchase,item_owner,Kindle eBook,Warrior's Ransom (The First Argentines Book 2),408,,Literature & Fiction | Science Fiction & Fantasy,Genre Fiction,2,The First Argentines,"Wheeler, Jeff",Jeff Wheeler
B08NJJLLHF,https://www.amazon.com/dp/B08NJJLLHF,7-Sep-21,KindleUnlimited,item_owner,Kindle eBook,Lady's Ransom (The First Argentines Book 3),459,,Literature & Fiction | Science Fiction & Fantasy,Genre Fiction,3,The First Argentines,"Wheeler, Jeff",Jeff Wheeler
B08XXXN4HL,https://www.amazon.com/dp/B08XXXN4HL,9-Jan-22,KindleUnlimited,item_owner,Kindle eBook,Fate's Ransom (The First Argentines Book 4),455,,Literature & Fiction | Science Fiction & Fantasy,Genre Fiction,4,The First Argentines,"Wheeler, Jeff",Jeff Wheeler
B095SZ4RLW,https://www.amazon.com/dp/B095SZ4RLW,10-Jan-22,KindleUnlimited,item_owner,Audible Audiobook,"Fate's Ransom: The First Argentines, Book 4",,11 hours and 56 minutes,Literature & Fiction | Science Fiction & Fantasy,Genre Fiction,4,The First Argentines,"Wheeler, Jeff","Jeff Wheeler, Kate Rudd, Brilliance Audio"
B07RJQPB63,https://www.amazon.com/dp/B07RJQPB63,1-Feb-20,Purchase,item_owner,Kindle eBook,The Killing Fog (The Grave Kingdom Book 1),413,,Literature & Fiction | Science Fiction & Fantasy | Teen & Young Adult,Science Fiction & Fantasy,1,The Grave Kingdom Series,"Wheeler, Jeff",Jeff Wheeler
B07WNTX91Y,https://www.amazon.com/dp/B07WNTX91Y,25-Oct-20,KindleUnlimited,item_owner,Kindle eBook,The Buried World (The Grave Kingdom Book 2),337,,Literature & Fiction | Science Fiction & Fantasy,,2,The Grave Kingdom Series,"Wheeler, Jeff",Jeff Wheeler
B089N9JD1F,https://www.amazon.com/dp/B089N9JD1F,25-Oct-20,KindleUnlimited,item_owner,Audible Audiobook,"The Buried World: The Grave Kingdom, Book 2",,11 hours and 40 minutes,Literature & Fiction | Science Fiction & Fantasy,,2,The Grave Kingdom Series,"Wheeler, Jeff","Jeff Wheeler, Emily Woo Zeller, Brilliance Audio"
