ISBN / ASIN (Amazon ID),Link,Acquired Date,RelationshipSubtype,RelationshipType,Format,Title,Pages,Listening Length,Genres,Subgenres,Series Position,Series,(First) Author,All Authors
B004BX9OT0,https://www.amazon.com/dp/B004BX9OT0,1-Nov-13,Purchase,item_owner,Kindle eBook,Secret Faith in the Public Square: An Argument for the Concealment of Christian Identity,256,,Christian Books & Bibles | History | Religion & Spirituality,Theology | World | Christian Living | Religious Studies,,,"Malesic, Jonathan",Jonathan Malesic
B09JV7L2JD,https://www.amazon.com/dp/B09JV7L2JD,28-Mar-22,PublicLibraryLending,item_owner,Kindle eBook,The End of Burnout: Why Work Drains Us and How to Build Better Lives,282,,Politics & Social Sciences,,,,"Malesic, Jonathan",Jonathan Malesic
B00I17RFE8,https://www.amazon.com/dp/B00I17RFE8,4-Jun-15,Purchase,item_owner,Kindle eBook,99 Percent Perspiration: A Frazz Collection,131,,Comics & Graphic Novels | Humor & Entertainment,,,,"Mallett, Jef",Jef Mallett
B00I17RGQU,https://www.amazon.com/dp/B00I17RGQU,4-Jun-15,Purchase,item_owner,Kindle eBook,Frazz 3.14 (Frazz Collections),128,,Comics & Graphic Novels | Humor & Entertainment,,,,"Mallett, Jef",Jef Mallett
0740777394,https://www.amazon.com/dp/0740777394,21-Sep-13,Purchase,item_owner,Paperback,Frazz 3.1416: A Frazz Collection,128,,Comics & Graphic Novels | Humor & Entertainment,,,,"Mallett, Jef",Jef Mallett
0740754475,https://www.amazon.com/dp/0740754475,21-Sep-13,Purchase,item_owner,Paperback,Frazz: Live From Bryson Elementary,128,,Comics & Graphic Novels | Humor & Entertainment,,,,"Mallett, Jef",Jef Mallett
B00I17RGMY,https://www.amazon.com/dp/B00I17RGMY,3-Jun-15,Purchase,item_owner,Kindle eBook,Frazz: Live from Bryson Elementary (Frazz Collections),130,,Comics & Graphic Novels | Humor & Entertainment,,,,"Mallett, Jef",Jef Mallett
B00C0ZN0ZK,https://www.amazon.com/dp/B00C0ZN0ZK,14-Feb-15,Comixology,item_owner,Kindle eBook,Frazz: A Tangled Web,67,,Comics & Graphic Novels,Graphic Novels,1,Frazz,"Mallett, Jef",Jef Mallett
B00C0ZN104,https://www.amazon.com/dp/B00C0ZN104,31-May-15,Comixology,item_owner,Kindle eBook,Frazz: Bike Swim Run Grin,,,Comics & Graphic Novels,Graphic Novels,2,Frazz,"Mallett, Jef",Jef Mallett
B00C0ZN0XC,https://www.amazon.com/dp/B00C0ZN0XC,21-Sep-13,Purchase,item_owner,Kindle eBook,"Frazz: Cogito, Ergo Caulfield",,,Comics & Graphic Novels,Graphic Novels,3,Frazz,"Mallett, Jef",Jef Mallett
B07H4H2S2N,https://www.amazon.com/dp/B07H4H2S2N,10-Oct-18,Purchase,item_owner,Kindle eBook,Ariel Samson: Freelance Rabbi,502,,Literature & Fiction,,,,MaNishtana,MaNishtana
0829435352,https://www.amazon.com/dp/0829435352,14-Jul-11,Purchase,item_owner,Paperback,"A Simple, Life-Changing Prayer: Discovering the Power of St. Ignatius Loyola's Examen",96,,Christian Books & Bibles | Religion & Spirituality,Catholicism | Christian Living,,,"Manney, Jim",Jim Manney
B004I1KQGU,https://www.amazon.com/dp/B004I1KQGU,11-Jun-11,Purchase,item_owner,Kindle eBook,"A Simple, Life-Changing Prayer: Discovering the Power of St. Ignatius Loyola's Examen",96,,Christian Books & Bibles | Religion & Spirituality,Catholicism | Christian Living,,,"Manney, Jim",Jim Manney
B00NI9E24A,https://www.amazon.com/dp/B00NI9E24A,26-Jun-18,Purchase,item_owner,Kindle eBook,An Ignatian Book of Days,445,,Christian Books & Bibles | Religion & Spirituality,Christian Living,,,"Manney, Jim",Jim Manney
B076RF1NM2,https://www.amazon.com/dp/B076RF1NM2,26-Jun-18,Purchase,item_owner,Kindle eBook,Ignatian Spirituality A to Z,186,,Christian Books & Bibles,,,,"Manney, Jim",Jim Manney
B00W65Q2O0,https://www.amazon.com/dp/B00W65Q2O0,13-Mar-19,Purchase,item_owner,Kindle eBook,What Do You Really Want? St. Ignatius Loyola and the Art of Discernment,136,,Christian Books & Bibles,Catholicism | Christian Living,,,"Manney, Jim",Jim Manney
B00KAEXM60,https://www.amazon.com/dp/B00KAEXM60,3-Feb-16,Purchase,item_owner,Kindle eBook,"One Nation, Under Gods: A New American History",453,,History,World | Americas,,,"Manseau, Peter",Peter Manseau
B09P8SQBMD,https://www.amazon.com/dp/B09P8SQBMD,8-Feb-22,Purchase,item_owner,Kindle eBook,Fundamentalism and American Culture,461,,Christian Books & Bibles | History,World,,,"Marsden, George M.",George M. Marsden
B0018IRLPA,https://www.amazon.com/dp/B0018IRLPA,28-Mar-11,Sharing,item_owner,Kindle eBook,"The Life of George Washington, all five volumes in a single file",1651,,History | Biographies & Memoirs,Leaders & Notable People | Americas,,,"Marshall, John",John Marshall
B00A0VPA2C,https://www.amazon.com/dp/B00A0VPA2C,27-Apr-13,Purchase,item_owner,Kindle eBook,Persecuted: The Global Assault on Christians,410,,Christian Books & Bibles | Politics & Social Sciences | History,World | Christian Living | Politics & Government,,,"Marshall, Paul","Paul Marshall, Lela Gilbert, Nina Shea"
B000QCS8TW,https://www.amazon.com/dp/B000QCS8TW,28-Nov-11,Purchase,item_owner,Kindle eBook,"A Game of Thrones (A Song of Ice and Fire, Book 1)",819,,Literature & Fiction | Science Fiction & Fantasy,Genre Fiction | Science Fiction,1,A Song of Ice and Fire,"Martin, George R. R.",George R. R. Martin
B000FC1HBY,https://www.amazon.com/dp/B000FC1HBY,17-Dec-11,Purchase,item_owner,Kindle eBook,"A Clash of Kings (A Song of Ice and Fire, Book 2)",1042,,Literature & Fiction | Science Fiction & Fantasy,Science Fiction,2,A Song of Ice and Fire,"Martin, George R. R.",George R. R. Martin
B000FBFN1U,https://www.amazon.com/dp/B000FBFN1U,22-Dec-11,Purchase,item_owner,Kindle eBook,"A Storm of Swords (A Song of Ice and Fire, Book 3)",1216,,Literature & Fiction | Science Fiction & Fantasy,Genre Fiction | Science Fiction,3,A Song of Ice and Fire,"Martin, George R. R.",George R. R. Martin
B000FCKGPC,https://www.amazon.com/dp/B000FCKGPC,8-Jan-12,Purchase,item_owner,Kindle eBook,"A Feast for Crows (A Song of Ice and Fire, Book 4)",1106,,Literature & Fiction | Science Fiction & Fantasy,Science Fiction,4,A Song of Ice and Fire,"Martin, George R. R.",George R. R. Martin
B003YL4LYI,https://www.amazon.com/dp/B003YL4LYI,28-Jan-12,Purchase,item_owner,Kindle eBook,"A Dance with Dragons (A Song of Ice and Fire, Book 5)",1201,,Literature & Fiction | Science Fiction & Fantasy,Science Fiction,5,A Song of Ice and Fire,"Martin, George R. R.",George R. R. Martin
B0028Y472I,https://www.amazon.com/dp/B0028Y472I,11-Jun-11,Purchase,item_owner,Kindle eBook,Awake My Soul: Contemporary Catholics on Traditional Devotions: Contemporarary Catholics on Traditional Devotions,162,,Christian Books & Bibles | Religion & Spirituality,Catholicism | Christian Living,,,"Martin, James",James Martin
B005C6L1EG,https://www.amazon.com/dp/B005C6L1EG,30-Sep-11,Purchase,item_owner,Kindle eBook,"Between Heaven and Mirth: Why Joy, Humor, and Laughter Are at the Heart of the Spiritual Life",275,,Christian Books & Bibles,Catholicism | Christian Living,,,"Martin, James",James Martin
B01N27PA51,https://www.amazon.com/dp/B01N27PA51,16-Sep-17,Purchase,item_owner,Kindle eBook,"Building a Bridge: How the Catholic Church and the LGBT Community Can Enter into a Relationship of Respect, Compassion, and Sensitivity",107,,Christian Books & Bibles,Catholicism | Christian Living,,,"Martin, James",James Martin
B00DB3D7SA,https://www.amazon.com/dp/B00DB3D7SA,14-Mar-14,Purchase,item_owner,Kindle eBook,Jesus: A Pilgrimage,533,,Christian Books & Bibles,Theology | Catholicism | Christian Living,,,"Martin, James",James Martin
B00395ZYWW,https://www.amazon.com/dp/B00395ZYWW,6-Mar-10,Purchase,item_owner,Kindle eBook,The Jesuit Guide to (Almost) Everything: A Spirituality for Real Life,436,,Christian Books & Bibles,Catholicism | Christian Living,,,"Martin, James",James Martin
B00B4D907Q,https://www.amazon.com/dp/B00B4D907Q,25-Oct-13,Purchase,item_owner,Kindle eBook,Together on Retreat (Enhanced Edition): Meeting Jesus in Prayer,98,,Christian Books & Bibles,Catholicism | Christian Living,,,"Martin, James",James Martin
B0BHTMM4VF,https://www.amazon.com/dp/B0BHTMM4VF,11-Sep-23,PublicLibraryLending,item_owner,Kindle eBook,A Most Tolerant Little Town: The Explosive Beginning of School Desegregation,374,,History,Americas,,,"Martin, Rachel Louise",Rachel Louise Martin
B00FKKWQXY,https://www.amazon.com/dp/B00FKKWQXY,26-Feb-16,Purchase,item_owner,Kindle eBook,Planet Urth (Book 1) (Planet Urth Series),121,,Science Fiction & Fantasy,Science Fiction,1,Planet Urth,"Martucci, Jennifer","Jennifer Martucci, Christopher Martucci"
B00PM995TG,https://www.amazon.com/dp/B00PM995TG,1-Jul-15,Purchase,item_owner,Kindle eBook,The Einstein Prophecy,338,,"Literature & Fiction | Science Fiction & Fantasy | Mystery, Thriller & Suspense",Genre Fiction | Thrillers & Suspense | Science Fiction | Fantasy,,,"Masello, Robert",Robert Masello
B004KPM23Y,https://www.amazon.com/dp/B004KPM23Y,10-Jan-19,Purchase,item_owner,Kindle eBook,Nicholas and Alexandra: The Classic Account of the Fall of the Romanov Dynasty,847,,History | Biographies & Memoirs,Leaders & Notable People,3,The Romanovs Series,"Massie, Robert K.",Robert K. Massie
0521547512,https://www.amazon.com/dp/0521547512,23-Jan-13,Purchase,item_owner,Paperback,The Cambridge Handbook of Multimedia Learning (Cambridge Handbooks in Psychology),682,,Science & Math | Medical Books,,,Cambridge Handbooks in Psychology,"Mayer, Richard",Richard Mayer
B007NW4XBU,https://www.amazon.com/dp/B007NW4XBU,23-Jan-13,Purchase,item_owner,Kindle eBook,Multimedia Learning,318,,"Computers & Technology | Health, Fitness & Dieting | Medical Books",Psychology & Counseling,,,"Mayer, Richard E.",Richard E. Mayer
B01N1UN91W,https://www.amazon.com/dp/B01N1UN91W,1-Sep-17,Sharing,item_owner,Kindle eBook,The Naturalist,381,,"Mystery, Thriller & Suspense",Mystery | Thrillers & Suspense,1,The Naturalist,"Mayne, Andrew",Andrew Mayne
B07XJN2NGT,https://www.amazon.com/dp/B07XJN2NGT,6-Apr-20,Sharing,item_owner,Kindle eBook,The Girl Beneath the Sea: A Thriller (Underwater Investigation Unit Book 1),328,,"Literature & Fiction | Mystery, Thriller & Suspense",Thrillers & Suspense,1,Underwater Investigation Unit,"Mayne, Andrew",Andrew Mayne
B01BVD40GE,https://www.amazon.com/dp/B01BVD40GE,5-Nov-16,Sharing,item_owner,Kindle eBook,Walk Into Silence (Jo Larsen Book 1),370,,"Mystery, Thriller & Suspense",Mystery | Thrillers & Suspense,1,Jo Larsen,"McBride, Susan",Susan McBride
B000FBFODW,https://www.amazon.com/dp/B000FBFODW,5-Sep-19,PublicLibraryLending,item_owner,Kindle eBook,Moreta: Dragonlady of Pern,384,,Literature & Fiction | Science Fiction & Fantasy,Science Fiction,4,Pern,"Mccaffrey, Anne","Anne Mccaffrey, Michael Whelan"
B000FBFOK0,https://www.amazon.com/dp/B000FBFOK0,27-Oct-19,PublicLibraryLending,item_owner,Kindle eBook,The Renegades of Pern,352,,Science Fiction & Fantasy,Science Fiction | Fantasy,7,Pern,"Mccaffrey, Anne","Anne Mccaffrey, Michael Whelan"
B000FBFOKA,https://www.amazon.com/dp/B000FBFOKA,16-Nov-19,PublicLibraryLending,item_owner,Kindle eBook,All the Weyrs of Pern,448,,Literature & Fiction | Science Fiction & Fantasy,Science Fiction,8,Pern,"Mccaffrey, Anne","Anne Mccaffrey, Michael Whelan"
B013FJACHI,https://www.amazon.com/dp/B013FJACHI,14-Feb-19,Purchase,item_owner,Kindle eBook,Dragondrums (Pern: Harper Hall series),241,,Literature & Fiction | Science Fiction & Fantasy,Fantasy,,,"McCaffrey, Anne",Anne McCaffrey
B012XTZ10Y,https://www.amazon.com/dp/B012XTZ10Y,14-Feb-19,Purchase,item_owner,Kindle eBook,Dragonsinger (Pern: Harper Hall series),289,,Science Fiction & Fantasy,Fantasy,,,"McCaffrey, Anne",Anne McCaffrey
B011YXTWNC,https://www.amazon.com/dp/B011YXTWNC,14-Feb-19,Purchase,item_owner,Kindle eBook,Dragonsong (Pern: Harper Hall series),290,,Science Fiction & Fantasy,Science Fiction | Fantasy,,,"McCaffrey, Anne",Anne McCaffrey
B000FC1I9A,https://www.amazon.com/dp/B000FC1I9A,27-Oct-19,PublicLibraryLending,item_owner,Kindle eBook,A Gift of Dragons (Pern),304,,Science Fiction & Fantasy,Science Fiction | Fantasy,,Pern,"McCaffrey, Anne",Anne McCaffrey
B000RH0E70,https://www.amazon.com/dp/B000RH0E70,19-Dec-18,Purchase,item_owner,Kindle eBook,The Dragonriders of Pern: Dragonflight Dragonquest The White Dragon (Pern: The Dragonriders of Pern),852,,Science Fiction & Fantasy,Science Fiction | Fantasy,,Pern,"McCaffrey, Anne",Anne McCaffrey
B000FBFODC,https://www.amazon.com/dp/B000FBFODC,29-Sep-19,PublicLibraryLending,item_owner,Kindle eBook,Nerilka's Story (Pern Book 8),208,,Science Fiction & Fantasy,Science Fiction | Fantasy,5,Pern,"McCaffrey, Anne",Anne McCaffrey
B000FBFODM,https://www.amazon.com/dp/B000FBFODM,2-Jun-19,PublicLibraryLending,item_owner,Kindle eBook,Dragonsdawn (Pern Book 9),384,,Literature & Fiction | Science Fiction & Fantasy,Science Fiction,6,Pern,"McCaffrey, Anne",Anne McCaffrey
B000FBFOPK,https://www.amazon.com/dp/B000FBFOPK,1-Jun-19,PublicLibraryLending,item_owner,Kindle eBook,The Chronicles of Pern: First Fall,336,,Literature & Fiction | Science Fiction & Fantasy,Science Fiction | Fantasy,9,Pern,"McCaffrey, Anne","Anne McCaffrey, Keith Parkinson"
B000FBFOQ4,https://www.amazon.com/dp/B000FBFOQ4,5-Dec-19,PublicLibraryLending,item_owner,Kindle eBook,The Dolphins of Pern,384,,Literature & Fiction | Science Fiction & Fantasy,Science Fiction,10,Pern,"McCaffrey, Anne",Anne McCaffrey
B000FBFOPU,https://www.amazon.com/dp/B000FBFOPU,16-Jun-19,PublicLibraryLending,item_owner,Kindle eBook,Dragonseye (Pern Book 14),416,,Literature & Fiction | Science Fiction & Fantasy,Science Fiction,11,Pern,"McCaffrey, Anne",Anne McCaffrey
B000FBFOSC,https://www.amazon.com/dp/B000FBFOSC,4-Oct-19,PublicLibraryLending,item_owner,Kindle eBook,The Masterharper of Pern,432,,Literature & Fiction | Science Fiction & Fantasy,Science Fiction | Fantasy,12,Pern,"McCaffrey, Anne",Anne McCaffrey
B000FC1KGQ,https://www.amazon.com/dp/B000FC1KGQ,25-Dec-19,PublicLibraryLending,item_owner,Kindle eBook,The Skies of Pern,480,,Science Fiction & Fantasy,Science Fiction | Fantasy,13,Pern,"McCaffrey, Anne",Anne McCaffrey
B078VZ12C1,https://www.amazon.com/dp/B078VZ12C1,16-Oct-19,PublicLibraryLending,item_owner,Kindle eBook,Dragon's Code: Anne McCaffrey's Dragonriders of Pern (Pern: The Dragonriders of Pern),254,,Literature & Fiction | Science Fiction & Fantasy,Science Fiction,22,Pern,"McCaffrey, Gigi",Gigi McCaffrey
B075RLXBKZ,https://www.amazon.com/dp/B075RLXBKZ,14-Oct-18,PublicLibraryLending,item_owner,Kindle eBook,"The Restless Wave: Good Times, Just Causes, Great Fights, and Other Appreciations",417,,History | Biographies & Memoirs,Leaders & Notable People | Americas,,,"McCain, John","John McCain, Mark Salter"
B0C1X8213B,https://www.amazon.com/dp/B0C1X8213B,15-Apr-24,PublicLibraryLending,item_owner,Kindle eBook,"The Exvangelicals: Loving, Living, and Leaving the White Evangelical Church",310,,History,World,,,"McCammon, Sarah",Sarah McCammon
B0B3HBGQZ2,https://www.amazon.com/dp/B0B3HBGQZ2,9-Apr-23,PublicLibraryLending,item_owner,Kindle eBook,Playing God: American Catholic Bishops and The Far Right,287,,Christian Books & Bibles | Politics & Social Sciences,Catholicism | Politics & Government,,,"McConahay, Mary Jo",Mary Jo McConahay
B008OMUHRC,https://www.amazon.com/dp/B008OMUHRC,27-Jul-12,Purchase,item_owner,Kindle eBook,Rebooting the Academy,114,,Education & Teaching,Schools & Teaching,,,"McCormick, Tim","Tim McCormick, Jeffrey Young"
B06W9HYRX1,https://www.amazon.com/dp/B06W9HYRX1,5-Aug-19,Purchase,item_owner,Kindle eBook,The Ninth Hour: A Novel,251,,Literature & Fiction,Genre Fiction,,,"McDermott, Alice",Alice McDermott
B00AJXXA4G,https://www.amazon.com/dp/B00AJXXA4G,3-Aug-14,KOLL,item_owner,Kindle eBook,Through the Door (The Thin Veil Book 1),294,,Science Fiction & Fantasy | Romance,Fantasy,1,The Thin Veil,"McIsaac, Jodi",Jodi McIsaac
B00C1IPQTY,https://www.amazon.com/dp/B00C1IPQTY,1-Sep-14,KOLL,item_owner,Kindle eBook,Into the Fire (The Thin Veil Book 2),261,,Literature & Fiction | Science Fiction & Fantasy | Romance,,2,The Thin Veil,"McIsaac, Jodi",Jodi McIsaac
B00G2HATKG,https://www.amazon.com/dp/B00G2HATKG,1-Oct-14,KOLL,item_owner,Kindle eBook,Among the Unseen (The Thin Veil Book 3),275,,Literature & Fiction | Science Fiction & Fantasy | Romance,Fantasy,3,The Thin Veil,"McIsaac, Jodi",Jodi McIsaac
0987650408,https://www.amazon.com/dp/0987650408,16-Aug-12,Purchase,item_owner,Paperback,Treat Your Own Back,120,,"Health, Fitness & Dieting",Diseases & Physical Ailments,,,"McKenzie, Robin",Robin McKenzie
B0B9HY3WX7,https://www.amazon.com/dp/B0B9HY3WX7,9-May-23,Purchase,item_owner,Kindle eBook,Python for Data Analysis,989,,Computers & Technology,Databases & Big Data,,,"McKinney, Wes",Wes McKinney
B075X4LT6K,https://www.amazon.com/dp/B075X4LT6K,29-Jun-22,PublicLibraryLending,item_owner,Kindle eBook,"Python for Data Analysis: Data Wrangling with Pandas, NumPy, and IPython",724,,Computers & Technology,Databases & Big Data,,,"McKinney, Wes",Wes McKinney
B004HW7834,https://www.amazon.com/dp/B004HW7834,22-Jan-13,Sharing,item_owner,Kindle eBook,"Dereliction of Duty: Johnson, McNamara, the Joint Chiefs of Staff",1638,,Politics & Social Sciences | History,Americas | Politics & Government,,,"McMaster, H. R.",H. R. McMaster
B00TTY96DA,https://www.amazon.com/dp/B00TTY96DA,12-Jan-19,Purchase,item_owner,Kindle eBook,Beginning JavaScript,680,,Computers & Technology,Web Development & Design,,,"McPeak, Jeremy",Jeremy McPeak
B00O4G1BBI,https://www.amazon.com/dp/B00O4G1BBI,24-Apr-20,Purchase,item_owner,Kindle eBook,Invest Like a Pro: A 10-Day Investing Course,79,,Business & Money,Personal Finance,,,"Mecham, Jesse",Jesse Mecham
B071Y2XSFN,https://www.amazon.com/dp/B071Y2XSFN,5-Jun-19,Purchase,item_owner,Kindle eBook,"You Need a Budget: The Proven System for Breaking the Paycheck-to-Paycheck Cycle, Getting Out of Debt, and Living the Life You Want",213,,Business & Money | Self-Help,Personal Finance,,,"Mecham, Jesse",Jesse Mecham
B005X0MFD2,https://www.amazon.com/dp/B005X0MFD2,22-Apr-17,KindleUnlimited,item_owner,Kindle eBook,Getting Results the Agile Way: A Personal Results System for Work and Life,274,,Business & Money | Self-Help,Management & Leadership,,,"Meier, J.D.","J.D. Meier, Michael Kropp"
B006FTIJ2G,https://www.amazon.com/dp/B006FTIJ2G,8-Dec-11,Purchase,item_owner,Kindle eBook,"Sams Teach Yourself HTML, CSS, and JavaScript All in One",598,,Computers & Technology,Web Development & Design,,,"Meloni, Julie C.",Julie C. Meloni
B001E50WPI,https://www.amazon.com/dp/B001E50WPI,5-Aug-11,Purchase,item_owner,Kindle eBook,"Sams Teach Yourself PHP, MySQL and Apache All in One (4th Edition)",651,,Computers & Technology,Databases & Big Data,,,"Meloni, Julie C.",Julie C. Meloni
B0030AF5CA,https://www.amazon.com/dp/B0030AF5CA,5-Aug-11,Purchase,item_owner,Kindle eBook,Sams Teach Yourself HTML and CSS in 24 Hours (Includes New HTML 5 Coverage),704,,Computers & Technology,Web Development & Design,,Sams Teach Yourself,"Meloni, Julie C.","Julie C. Meloni, Michael Morrison"
B084VVPDZW,https://www.amazon.com/dp/B084VVPDZW,22-Oct-20,Purchase,item_owner,Kindle eBook,Unlocked Book 8.5 (Keeper of the Lost Cities 9),756,,Children's Books,Science Fiction & Fantasy | Growing Up & Facts of Life,,Keeper of the Lost Cities,"Messenger, Shannon",Shannon Messenger
B005C776A8,https://www.amazon.com/dp/B005C776A8,10-Jan-20,PublicLibraryLending,item_owner,Kindle eBook,Keeper of the Lost Cities,496,,Teen & Young Adult | Children's Books,Science Fiction & Fantasy | Literature & Fiction | Growing Up & Facts of Life,1,Keeper of the Lost Cities,"Messenger, Shannon",Shannon Messenger
B005C6FHHI,https://www.amazon.com/dp/B005C6FHHI,14-Jan-20,PublicLibraryLending,item_owner,Kindle eBook,Exile (Keeper of the Lost Cities Book 2),586,,Teen & Young Adult | Children's Books,Science Fiction & Fantasy | Literature & Fiction | Growing Up & Facts of Life,2,Keeper of the Lost Cities,"Messenger, Shannon",Shannon Messenger
B005C6FHJG,https://www.amazon.com/dp/B005C6FHJG,20-Jan-20,PublicLibraryLending,item_owner,Kindle eBook,Everblaze (Keeper of the Lost Cities Book 3),621,,Teen & Young Adult | Children's Books,Science Fiction & Fantasy | Literature & Fiction | Growing Up & Facts of Life,3,Keeper of the Lost Cities,"Messenger, Shannon",Shannon Messenger
B00TBKYJ9S,https://www.amazon.com/dp/B00TBKYJ9S,4-Feb-20,Sharing,item_owner,Kindle eBook,Neverseen (Keeper of the Lost Cities Book 4),684,,Teen & Young Adult | Children's Books,Science Fiction & Fantasy | Literature & Fiction | Growing Up & Facts of Life,4,Keeper of the Lost Cities,"Messenger, Shannon",Shannon Messenger
B01BKR42YG,https://www.amazon.com/dp/B01BKR42YG,12-Feb-20,Sharing,item_owner,Kindle eBook,Lodestar (Keeper of the Lost Cities Book 5),706,,Children's Books,Science Fiction & Fantasy | Growing Up & Facts of Life,5,Keeper of the Lost Cities,"Messenger, Shannon",Shannon Messenger
B06ZZBDJJG,https://www.amazon.com/dp/B06ZZBDJJG,8-Mar-20,PublicLibraryLending,item_owner,Kindle eBook,Nightfall (Keeper of the Lost Cities Book 6),799,,Teen & Young Adult | Children's Books,Science Fiction & Fantasy | Literature & Fiction | Growing Up & Facts of Life,6,Keeper of the Lost Cities,"Messenger, Shannon",Shannon Messenger
B07CL67PBM,https://www.amazon.com/dp/B07CL67PBM,7-Apr-20,PublicLibraryLending,item_owner,Kindle eBook,Flashback (Keeper of the Lost Cities Book 7),878,,Teen & Young Adult | Children's Books,Science Fiction & Fantasy | Literature & Fiction | Growing Up & Facts of Life,7,Keeper of the Lost Cities,"Messenger, Shannon",Shannon Messenger
B09G3HHMYY,https://www.amazon.com/dp/B09G3HHMYY,22-Jun-22,Purchase,item_owner,Kindle eBook,Stellarlune (Keeper of the Lost Cities Book 9),761,,Children's Books,Science Fiction & Fantasy | Growing Up & Facts of Life,9,Keeper of the Lost Cities,"Messenger, Shannon",Shannon Messenger
B0062BEYI0,https://www.amazon.com/dp/B0062BEYI0,17-Oct-13,Sharing,item_owner,Kindle eBook,On The Ground: The Secret War in Vietnam,302,,History | Biographies & Memoirs,Leaders & Notable People,,,"Meyer, John","John Meyer, John Peters"
B004XMOISG,https://www.amazon.com/dp/B004XMOISG,5-Jul-11,Sharing,item_owner,Kindle eBook,Across The Fence: The Secret War in Vietnam (Expanded Edition),370,,History | Biographies & Memoirs,Leaders & Notable People,,,"Meyer, John Stryker",John Stryker Meyer
B076B749PF,https://www.amazon.com/dp/B076B749PF,20-Feb-18,Sharing,item_owner,Kindle eBook,SOG Chronicles: Volume One,212,,History | Biographies & Memoirs,Leaders & Notable People,1,SOG Chronicles,"Meyer, John Stryker",John Stryker Meyer
B0089LOM5G,https://www.amazon.com/dp/B0089LOM5G,22-Jul-14,Sharing,item_owner,Kindle eBook,Darwin's Doubt: The Explosive Origin of Animal Life and the Case for Intelligent Design,571,,Christian Books & Bibles | Religion & Spirituality | Science & Math,Theology | Religious Studies | Biological Sciences | Evolution,,,"Meyer, Stephen C.",Stephen C. Meyer
B006FNPJ16,https://www.amazon.com/dp/B006FNPJ16,26-Apr-12,Purchase,item_owner,Kindle eBook,A Beginner's Guide to Spirituality: The Orthodox Path to a Deeper Relationship with God,112,,Christian Books & Bibles,Christian Living,,,"Michael, Keiser",Keiser Michael
B00FO60AZ0,https://www.amazon.com/dp/B00FO60AZ0,18-Oct-14,Sharing,item_owner,Kindle eBook,Alaska: A Novel,1348,,Literature & Fiction,Genre Fiction,,,"Michener, James A.","James A. Michener, Steve Berry"
B00FO60CHQ,https://www.amazon.com/dp/B00FO60CHQ,18-Dec-17,Purchase,item_owner,Kindle eBook,The Source: A Novel,1427,,Literature & Fiction,Genre Fiction,,,"Michener, James A.","James A. Michener, Steve Berry"
B06ZYZ7FZV,https://www.amazon.com/dp/B06ZYZ7FZV,11-Jul-20,KindleUnlimited,item_owner,Kindle eBook,Repurpose Your Career: A Practical Guide for the 2nd Half of Life,143,,Business & Money,Job Hunting & Careers,,,"Miller, Marc","Marc Miller, Susan Lahey"
B07XLDRPDK,https://www.amazon.com/dp/B07XLDRPDK,25-Jun-20,KindleUnlimited,item_owner,Kindle eBook,Repurpose Your Career: A Practical Guide for the 2nd Half of Life,182,,Business & Money | Self-Help,Personal Transformation | Job Hunting & Careers,,,"Miller, Marc","Marc Miller, Susan Lahey"
B00O0NP3S2,https://www.amazon.com/dp/B00O0NP3S2,25-May-17,Purchase,item_owner,Kindle eBook,Minds Online: Teaching Effectively with Technology,296,,Education & Teaching,Schools & Teaching,,,"Miller, Michelle D.",Michelle D. Miller
B07CVG6ZZM,https://www.amazon.com/dp/B07CVG6ZZM,25-Sep-23,PublicLibraryLending,item_owner,Kindle eBook,Good Intentions: A History of Catholic Voters’ Road from Roe to Trump,296,,Christian Books & Bibles | History,Catholicism | World | Christian Living,,,"Millies, Steven P",Steven P Millies
B003HS56T2,https://www.amazon.com/dp/B003HS56T2,6-Mar-11,Sharing,item_owner,Kindle eBook,Paradise Lost,308,,Literature & Fiction,Poetry,,,"Milton, John",John Milton
B006GMVISY,https://www.amazon.com/dp/B006GMVISY,10-Apr-12,Purchase,item_owner,Kindle eBook,Programming Arduino Getting Started with Sketches,178,,Computers & Technology | Engineering & Transportation,Engineering,,,"Monk, Simon",Simon Monk
B009W3J3SG,https://www.amazon.com/dp/B009W3J3SG,26-Nov-14,Purchase,item_owner,Kindle eBook,The Challenge of Pluralism: Church and State in Five Democracies,278,,Politics & Social Sciences | History,World | Politics & Government,,,"Monsma, Stephen V.","Stephen V. Monsma, J. Christopher Soper"
B01EIVLORO,https://www.amazon.com/dp/B01EIVLORO,28-Dec-16,Purchase,item_owner,Kindle eBook,Exploratory Programming for the Arts and Humanities (The MIT Press),329,,Computers & Technology,Programming,,,"Montfort, Nick",Nick Montfort
B000OVLK2W,https://www.amazon.com/dp/B000OVLK2W,6-Feb-11,Purchase,item_owner,Kindle eBook,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",468,,Literature & Fiction | Science Fiction & Fantasy,Genre Fiction | Fantasy,,,"Moore, Christopher",Christopher Moore
B06XQKSN42,https://www.amazon.com/dp/B06XQKSN42,25-Jul-19,Purchase,item_owner,Kindle eBook,The Essential Instant Pot Cookbook: Fresh and Foolproof Recipes for Your Electric Pressure Cooker,322,,"Cookbooks, Food & Wine",Kitchen Appliances,,,"Morante, Coco",Coco Morante
